iter	Passed	Remaining
310	2333	5169
311	2340	5162
312	2345	5148
313	2355	5146
314	2361	5134
315	2366	5123
316	2375	5117
317	2380	5104
318	2384	5091
319	2390	5079
320	2399	5075
321	2414	5083
322	2427	5087
323	2438	5087
324	2462	5113
325	2467	5102
326	2473	5090
327	2482	5085
328	2492	5083
329	2510	5096
330	2524	5101
331	2531	5093
332	2536	5080
333	2541	5068
334	2554	5071
335	2560	5060
336	2566	5048
337	2571	5036
338	2581	5033
339	2586	5021
340	2592	5010
341	2603	5008
342	2610	5000
343	2615	4987
344	2621	4976
345	2628	4969
346	2634	4957
347	2639	4945
348	2645	4933
349	2650	4921
350	2655	4909
351	2672	4920
352	2678	4909
353	2683	4897
354	2689	4887
355	2703	4890
356	2708	4877
357	2714	4867
358	2719	4856
359	2729	4852
360	2735	4841
361	2748	4843
362	2754	4833
363	2760	4822
364	2764	4810
365	2770	4798
366	2783	4800
367	2788	4788
368	2794	4779
369	2800	4767
370	2805	4757
371	2811	4746
372	2817	4735
373	2826	4731
374	2834	4724
375	2839	4712
376	2846	4704
377	2852	4693
378	2866	4696
379	2873	4688
380	2878	4677
381	2884	4666
382	2895	4665
383	2901	4654
384	2906	4642
385	2911	4631
386	2916	4620
387	2923	4611
388	2929	4600
389	2934	4589
390	2939	4578
391	2945	4568
392	2950	4556
393	2961	4555
394	2970	4550
395	2981	4547
396	2985	4535
397	2999	4536
398	3007	4530
399	3013	4519
400	3018	4508
401	3024	4499
402	3032	4491
403	3037	4481
404	3046	4475
405	3052	4465
406	3057	4455
407	3064	4446
408	3069	4436
409	3084	4438
410	3098	4440
411	3105	4432
412	3114	4426
413	3119	4416
414	3139	4426
415	3144	4415
416	3149	4403
417	3154	4392
418	3164	4388
419	3170	4377
420	3174	4366
421	3180	4356
422	3188	4349
423	3200	4348
424	3207	4339
425	3212	4328
426	3220	4322
427	3227	4312
428	3238	4309
429	3249	4307
430	3254	4296
431	3290	4326
432	3295	4315
433	3303	4308
434	3308	4297
435	3314	4287
436	3325	4283
437	3330	4272
438	3336	4263
439	3345	4257
440	3360	4259
441	3368	4252
442	3373	4241
443	3377	4230
444	3384	4221
445	3390	4211
446	3398	4204
447	3407	4198
448	3412	4187
449	3417	4176
450	3423	4167
451	3429	4157
452	3434	4147
453	3439	4136
454	3444	4125
455	3449	4115
456	3454	4104
457	3458	4093
458	3471	4092
459	3482	4088
460	3497	4089
461	3502	4078
462	3516	4078
463	3528	4076
464	3533	4065
465	3545	4063
466	3554	4057
467	3559	4046
468	3564	4036
469	3572	4028
470	3580	4021
471	3604	4031
472	3609	4022
473	3622	4019
474	3632	4015
475	3637	4004
476	3657	4010
477	3663	4000
478	3669	3991
479	3675	3981
480	3683	3974
481	3693	3969
482	3699	3960
483	3706	3951
484	3711	3941
485	3726	3940
486	3731	3931
487	3741	3925
488	3762	3931
489	3773	3927
490	3780	3919
491	3785	3908
492	3791	3899
493	3796	3888
494	3801	3877
495	3806	3868
496	3811	3857
497	3817	3847
498	3828	3843
499	3833	3833
500	3841	3825
501	3845	3815
502	3851	3805
503	3869	3808
504	3874	3798
505	3887	3795
506	3895	3788
507	3906	3783
508	3912	3773
509	3919	3765
510	3927	3758
511	3938	3753
512	3943	3744
513	3949	3734
514	3968	3737
515	3973	3726
516	3978	3717
517	3984	3707
518	3993	3701
519	4005	3697
520	4015	3692
521	4021	3682
522	4029	3674
523	4034	3664
524	4038	3653
525	4046	3646
526	4051	3636
527	4059	3628
528	4067	3621
529	4072	3611
530	4076	3600
531	4081	3590
532	4086	3580
533	4093	3571
534	4098	3561
535	4104	3553
536	4111	3544
537	4116	3535
538	4130	3532
539	4153	3537
540	4157	3527
541	4169	3522
542	4175	3513
543	4180	3503
544	4185	3494
545	4192	3485
546	4204	3482
547	4222	3482
548	4231	3476
549	4237	3466
550	4246	3460
551	4255	3453
552	4260	3444
553	4270	3437
554	4286	3437
555	4306	3439
556	4315	3432
557	4320	3422
558	4328	3414
559	4341	3411
560	4353	3406
561	4367	3404
562	4384	3403
563	4389	3393
564	4394	3383
565	4401	3374
566	4408	3366
567	4421	3362
568	4426	3352
569	4431	3343
570	4446	3340
571	4459	3336
572	4469	3330
573	4481	3326
574	4487	3316
575	4495	3308
576	4499	3298
577	4504	3288
578	4508	3278
579	4514	3269
580	4519	3259
581	4525	3250
582	4546	3251
583	4561	3249
584	4567	3240
585	4582	3237
586	4588	3228
587	4596	3220
588	4605	3213
589	4624	3213
590	4640	3211
591	4647	3203
592	4656	3195
593	4662	3187
594	4675	3182
595	4682	3174
596	4689	3165
597	4700	3159
598	4706	3150
599	4714	3142
600	4719	3132
601	4732	3129
602	4738	3119
603	4759	3120
604	4770	3114
605	4776	3105
606	4805	3111
607	4810	3101
608	4815	3092
609	4821	3082
610	4896	3117
611	4912	3114
612	4958	3130
613	4963	3120
614	4968	3110
615	4973	3100
616	4988	3096
617	4993	3086
618	4998	3076
619	5003	3066
620	5018	3062
621	5023	3053
622	5038	3049
623	5044	3039
624	5049	3029
625	5054	3019
626	5059	3009
627	5074	3006
628	5099	3007
629	5104	2998
630	5120	2994
631	5125	2984
632	5167	2996
633	5195	2999
634	5201	2989
635	5207	2980
636	5282	3010
637	5287	3000
638	5312	3001
639	5318	2991
640	5338	2989
641	5343	2979
642	5348	2969
643	5359	2962
644	5365	2952
645	5377	2947
646	5383	2936
647	5398	2932
648	5404	2922
649	5409	2912
650	5414	2902
651	5419	2892
652	5424	2882
653	5429	2872
654	5434	2862
655	5448	2857
656	5453	2847
657	5460	2838
658	5465	2828
659	5471	2818
660	5539	2841
661	5545	2831
662	5583	2837
663	5588	2827
664	5615	2828
665	5630	2823
666	5655	2823
667	5661	2813
668	5666	2803
669	5681	2798
670	5686	2788
671	5712	2788
672	5717	2778
673	5725	2769
674	5730	2758
675	5735	2749
676	5740	2738
677	5745	2728
678	5771	2728
679	5776	2718
680	5781	2708
681	5786	2698
682	5832	2707
683	5837	2696
684	5872	2700
685	5878	2690
686	5903	2689
687	5908	2679
688	5943	2682
689	5948	2672
690	5963	2666
691	5969	2656
692	6003	2659
693	6009	2649
694	6073	2665
695	6098	2663
696	6104	2653
697	6159	2665
698	6164	2654
699	6220	2665
700	6235	2659
701	6240	2649
702	6251	2640
703	6256	2630
704	6287	2630
705	6292	2620
706	6298	2610
707	6310	2602
708	6315	2592
709	6332	2586
710	6344	2579
711	6349	2568
712	6355	2558
713	6360	2547
714	6369	2539
715	6374	2528
716	6399	2525
717	6404	2515
718	6409	2504
719	6414	2494
720	6419	2484
721	6424	2473
722	6433	2464
723	6439	2454
724	6444	2444
725	6486	2447
726	6492	2438
727	6523	2437
728	6528	2426
729	6538	2418
730	6543	2407
731	6569	2405
732	6573	2394
733	6610	2395
734	6625	2388
735	6630	2378
736	6636	2368
737	6642	2358
738	6657	2351
739	6662	2341
740	6667	2330
741	6676	2321
742	6682	2311
743	6692	2302
744	6716	2299
745	6722	2288
746	6736	2281
747	6741	2271
748	6747	2261
749	6764	2254
750	6769	2244
751	6784	2237
752	6790	2227
753	6795	2217
754	6806	2208
755	6811	2198
756	6816	2188
757	6820	2177
758	6828	2168
759	6834	2158
760	6841	2148
761	6849	2139
762	6859	2130
763	6884	2126
764	6888	2116
765	6897	2107
766	6902	2096
767	6910	2087
768	6916	2077
769	6921	2067
770	6936	2060
771	6943	2050
772	6953	2041
773	6958	2031
774	6969	2023
775	6979	2014
776	6985	2004
777	6990	1994
778	7004	1987
779	7012	1977
780	7023	1969
781	7032	1960
782	7040	1951
783	7047	1941
784	7057	1933
785	7062	1922
786	7068	1912
787	7072	1902
788	7077	1892
789	7087	1883
790	7103	1876
791	7108	1866
792	7113	1856
793	7129	1849
794	7137	1840
795	7143	1830
796	7157	1823
797	7167	1814
798	7172	1804
799	7178	1794
800	7190	1786
801	7195	1776
802	7200	1766
803	7217	1759
804	7223	1749
805	7227	1739
806	7232	1729
807	7267	1727
808	7281	1719
809	7288	1709
810	7293	1699
811	7299	1689
812	7307	1680
813	7318	1672
814	7328	1663
815	7333	1653
816	7339	1644
817	7346	1634
818	7351	1624
819	7355	1614
820	7362	1605
821	7367	1595
822	7373	1585
823	7378	1575
824	7383	1566
825	7387	1556
826	7400	1548
827	7410	1539
828	7415	1529
829	7420	1519
830	7440	1513
831	7447	1503
832	7457	1495
833	7465	1485
834	7470	1476
835	7504	1472
836	7519	1464
837	7527	1455
838	7534	1445
839	7539	1436
840	7553	1428
841	7558	1418
842	7582	1412
843	7593	1403
844	7620	1397
845	7629	1388
846	7640	1380
847	7646	1370
848	7653	1361
849	7657	1351
850	7664	1341
851	7668	1332
852	7674	1322
853	7679	1312
854	7684	1303
855	7698	1295
856	7703	1285
857	7709	1275
858	7714	1266
859	7723	1257
860	7733	1248
861	7744	1239
862	7749	1230
863	7760	1221
864	7773	1213
865	7778	1203
866	7786	1194
867	7791	1184
868	7805	1176
869	7811	1167
870	7819	1158
871	7824	1148
872	7829	1138
873	7836	1129
874	7842	1120
875	7847	1110
876	7854	1101
877	7860	1092
878	7865	1082
879	7870	1073
880	7890	1065
881	7898	1056
882	7913	1048
883	7921	1039
884	7935	1031
885	7940	1021
886	7945	1012
887	7956	1003
888	7960	993
889	7965	984
890	7971	975
891	7976	965
892	7981	956
893	7986	946
894	7991	937
895	7999	928
896	8013	920
897	8018	910
898	8025	901
899	8049	894
900	8059	885
901	8064	876
902	8078	867
903	8109	861
904	8114	851
905	8133	843
906	8147	835
907	8152	825
908	8167	817
909	8186	809
910	8191	800
911	8196	790
912	8201	781
913	8208	772
914	8219	763
915	8228	754
916	8235	745
917	8240	736
918	8245	726
919	8257	718
920	8269	709
921	8275	700
922	8285	691
923	8297	682
924	8307	673
925	8317	664
926	8323	655
927	8327	646
928	8332	636
929	8349	628
930	8354	619
931	8375	611
932	8398	603
933	8410	594
934	8416	585
935	8423	575
936	8428	566
937	8447	558
938	8452	549
939	8465	540
940	8485	532
941	8495	523
942	8506	514
943	8510	504
944	8516	495
945	8521	486
946	8526	477
947	8541	468
948	8546	459
949	8567	450
950	8574	441
951	8582	432
952	8596	423
953	8601	414
954	8607	405
955	8615	396
956	8620	387
957	8629	378
958	8635	369
959	8640	360
960	8652	351
961	8665	342
962	8670	333
963	8684	324
964	8691	315
965	8700	306
966	8706	297
967	8721	288
968	8726	279
969	8735	270
970	8743	261
971	8749	252
972	8762	243
973	8768	234
974	8772	224
975	8782	215
976	8789	206
977	8799	197
978	8807	188
979	8818	179
980	8826	170
981	8832	161
982	8838	152
983	8849	143
984	8863	134
985	8868	125
986	8881	116
987	8886	107
988	8896	98
989	8903	89
990	8909	80
991	8918	71
992	8924	62
993	8929	53
994	8935	44
995	8940	35
996	8945	26
997	8955	17
998	8961	8
999	8967	0
